(115/115)
203.0,162.0,1.910088942446981
213.0,159.0,1.910088942446981
223.0,159.0,1.910088942446981
233.0,159.0,1.910088942446981
241.0,151.0,1.910088942446981
249.0,143.0,1.910088942446981
257.0,136.0,1.910088942446981
265.0,128.0,1.910088942446981
273.0,120.0,1.910088942446981
281.0,112.0,1.910088942446981
289.0,104.0,1.910088942446981
299.0,101.0,1.910088942446981
309.0,101.0,1.910088942446981
319.0,101.0,1.910088942446981
329.0,101.0,1.910088942446981
339.0,101.0,1.910088942446981
349.0,101.0,1.910088942446981
359.0,101.0,1.910088942446981
369.0,101.0,1.910088942446981
379.0,101.0,1.910088942446981
389.0,101.0,1.910088942446981
399.0,101.0,1.910088942446981
409.0,101.0,1.910088942446981
419.0,101.0,1.910088942446981
420.0,91.0,1.910088942446981
420.0,81.0,1.910088942446981
420.0,71.0,1.910088942446981
420.0,61.0,1.910088942446981
420.0,51.0,1.910088942446981
420.0,41.0,1.910088942446981
420.0,31.0,1.910088942446981
419.0,21.0,1.910088942446981
409.0,17.0,1.910088942446981
404.0,15.0,1.910088942446981
413.0,20.0,1.89254687825707
420.0,28.0,1.89254687825707
420.0,38.0,1.89254687825707
420.0,48.0,1.89254687825707
420.0,58.0,1.89254687825707
420.0,68.0,1.89254687825707
420.0,78.0,1.89254687825707
420.0,88.0,1.89254687825707
420.0,98.0,1.89254687825707
426.0,107.0,1.89254687825707
434.0,115.0,1.89254687825707
441.0,123.0,1.89254687825707
441.0,133.0,1.89254687825707
441.0,143.0,1.89254687825707
441.0,153.0,1.89254687825707
441.0,163.0,1.89254687825707
441.0,173.0,1.89254687825707
441.0,183.0,1.89254687825707
441.0,193.0,1.89254687825707
441.0,203.0,1.89254687825707
441.0,213.0,1.89254687825707
442.0,223.0,1.89254687825707
443.0,226.0,1.89254687825707
440.0,216.0,1.8568477789547781
440.0,206.0,1.8568477789547781
440.0,196.0,1.8568477789547781
432.0,188.0,1.8568477789547781
424.0,180.0,1.8568477789547781
419.0,171.0,1.8568477789547781
419.0,161.0,1.8568477789547781
419.0,151.0,1.8568477789547781
419.0,141.0,1.8568477789547781
409.0,140.0,1.8568477789547781
399.0,140.0,1.8568477789547781
391.0,133.0,1.8568477789547781
381.0,131.0,1.8568477789547781
371.0,131.0,1.8568477789547781
361.0,131.0,1.8568477789547781
351.0,131.0,1.8568477789547781
341.0,131.0,1.8568477789547781
331.0,131.0,1.8568477789547781
321.0,131.0,1.8568477789547781
311.0,131.0,1.8568477789547781
301.0,131.0,1.8568477789547781
291.0,131.0,1.8568477789547781
281.0,131.0,1.8568477789547781
271.0,131.0,1.8568477789547781
261.0,130.0,1.8568477789547781
251.0,130.0,1.8568477789547781
241.0,130.0,1.8568477789547781
231.0,130.0,1.8568477789547781
221.0,130.0,1.8568477789547781
219.0,130.0,1.8568477789547781
229.0,130.0,1.8568477789547781
239.0,130.0,1.8568477789547781
249.0,130.0,1.8568477789547781
259.0,130.0,1.8568477789547781
269.0,130.0,1.8568477789547781
279.0,130.0,1.8568477789547781
289.0,130.0,1.8568477789547781
299.0,128.0,1.8568477789547781
309.0,123.0,1.8568477789547781
319.0,119.0,1.8568477789547781
327.0,111.0,1.8568477789547781
335.0,103.0,1.8568477789547781
345.0,103.0,1.8568477789547781
355.0,103.0,1.8568477789547781
365.0,101.0,1.8568477789547781
375.0,101.0,1.8568477789547781
385.0,101.0,1.8568477789547781
395.0,101.0,1.8568477789547781
405.0,101.0,1.8568477789547781
415.0,101.0,1.8568477789547781
424.0,96.0,1.8568477789547781
432.0,88.0,1.8568477789547781
440.0,80.0,1.8568477789547781
448.0,72.0,1.8568477789547781
456.0,64.0,1.8568477789547781
464.0,56.0,1.8568477789547781
472.0,49.0,1.8568477789547781
477.0,47.0,1.8568477789547781
