347,363,4.71238906780747
347,356,4.71238906780747
347,322,4.71238906780747
351,284,4.71238906780747
351,273,4.71238906780747
351,243,4.71238906780747
351,236,4.71238906780747
351,225,4.71238906780747
354,180,4.71238906780747
354,176,4.71238906780747
354,169,4.71238906780747
362,150,4.71238906780747
366,138,4.71238906780747
373,127,4.71238906780747
377,123,4.71238906780747
388,112,4.71238906780747
396,104,4.71238906780747
419,85,4.71238906780747
476,80,4.71238906780747
488,80,4.71238906780747
507,79,4.71238906780747
557,97,4.71238906780747
572,100,4.71238906780747
642,136,4.71238906780747
662,188,4.71238906780747
643,215,4.71238906780747
608,238,4.71238906780747
516,255,4.71238906780747
500,259,4.71238906780747
500,263,4.71238906780747
500,267,4.71238906780747
512,270,4.71238906780747
516,278,4.71238906780747
524,281,4.71238906780747
543,296,4.71238906780747
555,299,4.71238906780747
559,303,4.71238906780747
566,307,4.71238906780747
594,329,4.71238906780747
594,333,4.71238906780747
609,344,4.71238906780747
613,344,4.71238906780747
617,351,4.71238906780747
621,355,4.71238906780747
625,359,4.71238906780747
