915,118,0
905,118,0
895,118,0
885,118,0
875,118,0
865,118,0
855,118,0
845,118,0
835,118,0
825,118,0
815,118,0
806,112,0
798,104,0
788,100,0
778,100,0
768,100,0
758,100,0
748,100,0
738,100,0
728,100,0
718,100,0
708,100,0
698,100,0
688,100,0
678,100,0
668,100,0
658,99,0
648,99,0
638,99,0
628,99,0
618,99,0
608,99,0
598,99,0
588,99,0
578,99,0
568,99,0
558,99,0
548,99,0
538,99,0
528,99,0
518,99,0
508,99,0
498,99,0
488,99,0
478,99,0
468,99,0
458,99,0
448,99,0
438,99,0
428,99,0
418,99,0
408,98,0
398,98,0
388,98,0
378,98,0
368,98,0
358,98,0
348,98,0
338,98,0
328,98,0
318,98,0
308,98,0
298,98,0
288,98,0
278,98,0
268,98,0
258,98,0
248,98,0
238,98,0
228,98,0
218,98,0
208,98,0
200,100,10000
200,100,0
200,200,0
