424,122
424,131
422,141
419,150
415,158
410,166
404,173
398,180
390,185
382,190
373,193
365,195
355,197
346,197
337,195
328,193
319,190
311,185
304,180
297,173
291,166
286,158
282,150
279,141
277,131
276,122
277,113
278,103
281,94
285,86
290,78
296,70
303,64
310,58
318,54
327,50
336,48
345,47
355,47
364,48
373,50
382,54
390,58
397,64
404,70
410,78
415,86
419,94
422,103
424,113
