465,315
348,152
348,152
347,158
347,158
354,159
354,159
341,163
341,163
361,166
361,166
335,169
335,169
372,171
372,171
375,173
375,173
328,176
328,176
326,177
326,177
326,178
326,178
386,179
386,179
255,181
255,181
321,182
321,182
391,183
391,183
318,185
318,185
265,187
265,187
316,188
316,188
269,190
269,190
402,191
402,191
311,192
311,192
407,193
407,193
409,195
409,195
280,197
280,197
283,198
283,198
302,199
302,199
287,201
287,201
289,203
289,203
293,204
293,204
299,205
299,205
419,206
419,206
415,211
415,211
416,219
416,219
413,223
413,223
413,231
413,231
412,239
412,239
411,246
411,246
410,254
410,254
408,261
408,261
407,269
